_,station,arr,dep,dwell,runtime,train
3,长沙,18:10,18:14,4,8:39,K 6612
4,汨罗,19:00,19:29,29,9:29,K 6612
5,岳阳,20:09,-,-,10:38,K 6612
1,广州东,-,9:33,-,0:00,D 1691
2,东莞南,10:18,10:38,20,0:45,D 1691
3,惠州北,10:56,10:58,2,1:23,D 1691
4,龙川西,11:35,11:37,2,2:02,D 1691
5,赣州西,12:40,12:44,4,3:07,D 1691
6,泰和,13:33,13:47,14,4:00,D 1691
7,吉安西,14:00,-,-,4:27,D 1691
1,广州东,-,9:38,-,0:00,C 7029
2,东莞,10:04,10:06,2,0:26,C 7029
3,常平,10:16,10:18,2,0:38,C 7029
4,樟木头,10:25,10:27,2,0:47,C 7029
5,深圳,10:51,-,-,1:13,C 7029
1,潮汕,-,6:50,-,0:00,D 7163
2,深圳北,8:19,8:25,6,1:29,D 7163
3,东莞南,8:41,8:43,2,1:51,D 7163
4,东莞,9:06,9:08,2,2:16,D 7163
5,广州东,9:39,-,-,2:49,D 7163
1,深圳,-,8:36,-,0:00,C 7046
2,樟木头,8:58,9:00,2,0:22,C 7046
3,东莞,9:14,9:16,2,0:38,C 7046
4,广州东,9:47,-,-,1:11,C 7046
1,广州东,-,9:56,-,0:00,C 7121
2,东莞,10:22,10:24,2,0:26,C 7121
3,常平,10:34,10:36,2,0:38,C 7121
4,平湖,10:52,10:54,2,0:56,C 7121
5,深圳,11:09,-,-,1:13,C 7121
1,广州东,-,10:00,-,0:00,K 727
2,东莞东,11:00,11:06,6,1:00,K 727
3,惠州,11:49,11:54,5,1:49,K 727
4,河源,12:44,12:47,3,2:44,K 727
5,龙川,13:42,13:45,3,3:42,K 727
6,定南,15:15,15:18,3,5:15,K 727
7,信丰,16:38,16:42,4,6:38,K 727
8,赣州,17:25,17:31,6,7:25,K 727
9,吉安,19:25,19:29,4,9:25,K 727
10,南昌,22:22,22:38,16,12:22,K 727
11,潢川,5:02,5:14,12,19:02,K 727
12,淮滨,6:18,6:22,4,20:18,K 727
13,阜阳,8:12,8:32,20,22:12,K 727
14,亳州,9:42,9:47,5,23:42,K 727
15,商丘南,10:57,11:26,29,24:57:00,K 727
16,曹县,12:19,12:22,3,26:19:00,K 727
17,定陶,12:41,12:44,3,26:41:00,K 727
18,菏泽,13:03,13:07,4,27:03:00,K 727
19,梁山,13:54,14:01,7,27:54:00,K 727
20,阳谷,14:24,14:32,8,28:24:00,K 727
21,聊城,14:59,15:07,8,28:59:00,K 727
22,清河城,16:01,16:03,2,30:01:00,K 727
23,衡水,16:56,17:03,7,30:56:00,K 727
24,肃宁,17:52,18:02,10,31:52:00,K 727
25,任丘,18:52,18:54,2,32:52:00,K 727
26,霸州,19:30,19:35,5,33:30:00,K 727
27,天津,21:17,21:24,7,35:17:00,K 727
28,塘沽,21:56,21:59,3,35:56:00,K 727
29,唐山,22:57,23:09,12,36:57:00,K 727
30,山海关,1:28,1:49,21,39:28:00,K 727
31,锦州,4:22,4:28,6,42:22:00,K 727
32,沟帮子,5:10,5:12,2,43:10:00,K 727
33,大虎山,5:48,5:53,5,43:48:00,K 727
34,沈阳北,7:55,8:09,14,45:55:00,K 727
35,铁岭,8:50,8:52,2,46:50:00,K 727
36,开原,9:14,9:16,2,47:14:00,K 727
37,昌图,9:40,9:42,2,47:40:00,K 727
38,四平,10:26,10:28,2,48:26:00,K 727
39,长春,11:42,12:16,34,49:42:00,K 727
40,德惠,13:03,13:05,2,51:03:00,K 727
41,哈尔滨西,14:51,15:07,16,52:51:00,K 727
42,哈尔滨,15:19,15:27,8,53:19:00,K 727
43,阿城,16:10,16:18,8,54:10:00,K 727
44,尚志,17:31,17:38,7,55:31:00,K 727
45,一面坡,17:53,17:57,4,55:53:00,K 727
46,亚布力,18:38,18:41,3,56:38:00,K 727
47,横道河子,19:33,19:36,3,57:33:00,K 727
48,海林,20:31,20:35,4,58:31:00,K 727
49,牡丹江,21:03,-,-,59:03:00,K 727
1,北京西,-,12:26,-,0:00,Z 97
2,郑州,18:13,18:19,6,5:47,Z 97
3,武昌,23:00,23:06,6,10:34,Z 97
4,长沙,2:22,2:28,6,13:56,Z 97
5,广州东,10:02,-,-,21:36,Z 97
1,广州东,-,10:06,-,0:00,D 7161
2,东莞,10:32,10:34,2,0:26,D 7161
3,东莞南,10:57,10:59,2,0:51,D 7161
4,深圳北,11:21,11:27,6,1:15,D 7161
5,深圳坪山,11:44,11:46,2,1:38,D 7161
6,惠州南,11:55,11:57,2,1:49,D 7161
7,陆丰,12:35,12:37,2,2:29,D 7161
8,潮阳,13:04,13:06,2,2:58,D 7161
9,潮汕,13:18,13:38,20,3:12,D 7161
10,揭阳机场,13:47,13:49,2,3:41,D 7161
11,丰顺东,14:07,14:09,2,4:01,D 7161
12,建桥,14:17,14:19,2,4:11,D 7161
13,梅州西,14:36,-,-,4:30,D 7161
1,上海,-,17:27,-,0:00,Z 99
2,金华,20:50,20:56,6,3:23,Z 99
3,广州东,10:14,-,-,16:47,Z 99
1,广州东,-,10:14,-,0:00,C 7047
2,东莞,10:40,10:42,2,0:26,C 7047
3,深圳,11:18,-,-,1:04,C 7047
1,深圳,-,8:54,-,0:00,C 7056
2,樟木头,9:14,9:17,3,0:20,C 7056
3,常平,9:24,9:31,7,0:30,C 7056
4,东莞,9:41,9:44,3,0:47,C 7056
5,广州东,10:15,-,-,1:21,C 7056
1,深圳,-,9:12,-,0:00,C 7092
2,东莞,9:43,9:45,2,0:31,C 7092
3,广州东,10:16,-,-,1:04,C 7092
1,广州东,-,10:28,-,0:00,T 219
2,东莞,11:05,11:13,8,0:37,T 219
3,惠州,12:11,12:16,5,1:43,T 219
4,龙川,13:55,14:01,6,3:27,T 219
5,信丰,17:07,17:11,4,6:39,T 219
6,赣州,17:54,17:58,4,7:26,T 219
7,兴国,18:45,18:48,3,8:17,T 219
8,吉安,20:06,20:10,4,9:38,T 219
9,南昌,23:16,23:25,9,12:48,T 219
10,九江,0:42,0:50,8,14:14,T 219
11,怀宁,3:18,3:24,6,16:50,T 219
12,桐城,3:50,4:02,12,17:22,T 219
13,合肥,5:36,-,-,19:08,T 219
1,广州东,-,10:38,-,0:00,C 7057
2,东莞,11:04,11:06,2,0:26,C 7057
3,常平,11:16,11:18,2,0:38,C 7057
4,樟木头,11:25,11:27,2,0:47,C 7057
5,深圳,11:51,-,-,1:13,C 7057
1,广州东,-,10:49,-,0:00,C 7093
2,东莞,11:15,11:17,2,0:26,C 7093
3,常平,11:27,11:29,2,0:38,C 7093
4,平湖,11:45,11:47,2,0:56,C 7093
5,深圳,12:02,-,-,1:13,C 7093
1,潮汕,-,7:44,-,0:00,D 7103
2,汕尾,8:26,8:28,2,0:42,D 7103
3,惠州南,8:57,8:59,2,1:13,D 7103
4,深圳北,9:25,9:30,5,1:41,D 7103
5,光明城,9:42,9:44,2,1:58,D 7103
6,东莞南,9:53,9:55,2,2:09,D 7103
7,东莞,10:18,10:20,2,2:34,D 7103
8,广州东,10:50,-,-,3:06,D 7103
1,深圳机场,-,9:05,-,0:00,C 6728
2,深圳机场北,9:08,9:10,2,0:03,C 6728
3,福海西,9:14,9:15,1,0:09,C 6728
4,沙井西,9:19,9:21,2,0:14,C 6728
5,长安,9:27,9:29,2,0:22,C 6728
6,长安西,9:32,9:34,2,0:27,C 6728
7,虎门东,9:40,9:41,1,0:35,C 6728
8,虎门北,9:46,9:47,1,0:41,C 6728
9,厚街,9:52,9:54,2,0:47,C 6728
10,东莞港,9:58,10:00,2,0:53,C 6728
11,洪梅,10:06,10:08,2,1:01,C 6728
12,东莞西,10:12,10:13,1,1:07,C 6728
13,望牛墩,10:17,10:18,1,1:12,C 6728
14,中堂,10:23,10:25,2,1:18,C 6728
15,新塘南,10:30,10:31,1,1:25,C 6728
16,广州东,10:54,-,-,1:49,C 6728
1,深圳,-,9:35,-,0:00,C 7136
2,平湖,9:46,9:48,2,0:11,C 7136
3,樟木头,9:59,10:07,8,0:24,C 7136
4,常平,10:14,10:16,2,0:39,C 7136
5,东莞,10:26,10:28,2,0:51,C 7136
6,广州东,10:59,-,-,1:24,C 7136
1,广州东,-,11:07,-,0:00,C 7075
2,东莞,11:33,11:35,2,0:26,C 7075
3,深圳,12:11,-,-,1:04,C 7075
1,赣州西,-,7:50,-,0:00,G 2777
2,龙南东,8:17,8:19,2,0:27,G 2777
3,和平北,8:37,8:39,2,0:47,G 2777
4,龙川西,8:56,8:58,2,1:06,G 2777
5,河源东,9:16,9:18,2,1:26,G 2777
6,惠州北,9:37,9:39,2,1:47,G 2777
7,东莞南,9:55,10:15,20,2:05,G 2777
8,东莞,10:35,10:37,2,2:45,G 2777
9,广州东,11:08,-,-,3:18,G 2777
1,广州东,-,11:15,-,0:00,D 7101
2,东莞,11:41,11:43,2,0:26,D 7101
3,东莞南,12:06,12:08,2,0:51,D 7101
4,深圳北,12:26,12:32,6,1:11,D 7101
5,惠东,13:02,13:04,2,1:47,D 7101
6,汕尾,13:25,13:27,2,2:10,D 7101
7,潮阳,14:03,14:05,2,2:48,D 7101
8,潮汕,14:19,-,-,3:04,D 7101
1,广州东,-,11:25,-,0:00,C 7137
2,东莞,11:51,11:58,7,0:26,C 7137
3,深圳,12:34,-,-,1:09,C 7137
1,广州东,-,11:26,-,0:00,C 6729
2,石牌,11:32,11:34,2,0:06,C 6729
3,新塘南,11:52,11:54,2,0:26,C 6729
4,中堂,11:59,12:00,1,0:33,C 6729
5,望牛墩,12:05,12:06,1,0:39,C 6729
6,东莞西,12:10,12:12,2,0:44,C 6729
7,东莞港,12:20,12:21,1,0:54,C 6729
8,虎门北,12:29,12:30,1,1:03,C 6729
9,长安西,12:39,12:40,1,1:13,C 6729
10,长安,12:44,12:46,2,1:18,C 6729
11,沙井西,12:52,12:53,1,1:26,C 6729
12,福海西,12:58,12:59,1,1:32,C 6729
13,深圳机场北,13:03,13:05,2,1:37,C 6729
14,深圳机场,13:09,-,-,1:43,C 6729
1,广州东,-,11:30,-,0:00,G 2757
2,东莞南,12:16,12:36,20,0:46,G 2757
3,惠州北,12:52,12:54,2,1:22,G 2757
4,河源东,13:13,13:15,2,1:43,G 2757
5,和平北,13:45,13:47,2,2:15,G 2757
6,定南南,14:00,14:02,2,2:30,G 2757
7,赣州西,14:35,14:38,3,3:05,G 2757
8,兴国西,14:59,15:01,2,3:29,G 2757
9,万安县,15:17,15:30,13,3:47,G 2757
10,吉安西,15:50,-,-,4:20,G 2757
1,深圳,-,10:19,-,0:00,C 7112
2,樟木头,10:39,10:41,2,0:20,C 7112
3,常平,10:48,10:50,2,0:29,C 7112
4,东莞,11:00,11:02,2,0:41,C 7112
5,广州东,11:33,-,-,1:14,C 7112
1,广州东,-,11:36,-,0:00,T 8365
2,东莞东,12:32,12:37,5,0:56,T 8365
3,惠州,13:17,13:20,3,1:41,T 8365
4,河源,14:08,14:11,3,2:32,T 8365
5,龙川,15:05,15:23,18,3:29,T 8365
6,兴宁,16:16,16:19,3,4:40,T 8365
7,梅州,17:20,17:30,10,5:44,T 8365
8,大埔,18:26,-,-,6:50,T 8365
1,广州东,-,11:39,-,0:00,D 7333
2,东莞,12:05,12:07,2,0:26,D 7333
3,东莞南,12:30,13:03,33,0:51,D 7333
4,仲恺,13:20,13:22,2,1:41,D 7333
5,惠州北,13:33,13:35,2,1:54,D 7333
6,博罗北,13:51,14:07,16,2:12,D 7333
7,河源东,14:21,-,-,2:42,D 7333
1,广州东,-,11:50,-,0:00,C 7113
2,东莞,12:16,12:18,2,0:26,C 7113
3,平湖,12:41,12:43,2,0:51,C 7113
4,深圳,12:58,-,-,1:08,C 7113
1,深圳,-,10:30,-,0:00,C 9960
2,樟木头,10:50,10:52,2,0:20,C 9960
3,常平,10:59,11:08,9,0:29,C 9960
4,东莞,11:18,11:20,2,0:48,C 9960
5,广州东,11:51,-,-,1:21,C 9960
1,深圳,-,10:30,-,0:00,C 7066
2,樟木头,10:50,10:52,2,0:20,C 7066
3,常平,10:59,11:08,9,0:29,C 7066
4,东莞,11:18,11:20,2,0:48,C 7066
5,广州东,11:51,-,-,1:21,C 7066
1,深圳机场,-,9:56,-,0:00,C 6852
2,深圳机场北,9:59,10:01,2,0:03,C 6852
3,福海西,10:05,10:06,1,0:09,C 6852
4,沙井西,10:10,10:12,2,0:14,C 6852
5,长安,10:18,10:20,2,0:22,C 6852
6,长安西,10:23,10:25,2,0:27,C 6852
7,虎门东,10:31,10:32,1,0:35,C 6852
8,虎门北,10:37,10:38,1,0:41,C 6852
9,厚街,10:43,10:45,2,0:47,C 6852
10,东莞港,10:49,10:51,2,0:53,C 6852
11,洪梅,10:57,10:59,2,1:01,C 6852
12,东莞西,11:03,11:05,2,1:07,C 6852
13,望牛墩,11:08,11:10,2,1:12,C 6852
14,中堂,11:15,11:16,1,1:19,C 6852
15,新塘南,11:21,11:23,2,1:25,C 6852
16,石牌,11:42,11:44,2,1:46,C 6852
17,广州东,11:51,-,-,1:55,C 6852
1,深圳,-,10:46,-,0:00,C 7124
2,平湖,10:57,10:59,2,0:11,C 7124
3,常平,11:14,11:16,2,0:28,C 7124
4,东莞,11:26,11:28,2,0:40,C 7124
5,广州东,11:58,-,-,1:12,C 7124
1,深圳,-,10:57,-,0:00,C 7004
2,樟木头,11:18,11:20,2,0:21,C 7004
3,东莞,11:35,11:41,6,0:38,C 7004
4,广州东,12:12,-,-,1:15,C 7004
1,广州东,-,12:13,-,0:00,C 7067
2,东莞,12:39,12:41,2,0:26,C 7067
3,常平,12:51,12:53,2,0:38,C 7067
4,深圳,13:23,-,-,1:10,C 7067
1,广州东,-,12:16,-,0:00,C 6853
2,中堂,12:41,12:43,2,0:25,C 6853
3,东莞西,12:49,12:51,2,0:33,C 6853
4,福海西,13:19,13:21,2,1:03,C 6853
5,深圳机场,13:27,-,-,1:11,C 6853
1,梅州西,-,8:08,-,0:00,D 7111
2,揭阳,8:35,8:37,2,0:27,D 7111
3,潮汕,8:54,9:12,18,0:46,D 7111
4,普宁,9:29,9:31,2,1:21,D 7111
5,陆丰,9:51,9:53,2,1:43,D 7111
6,汕尾,10:06,10:08,2,1:58,D 7111
7,深圳北,11:01,11:10,9,2:53,D 7111
8,东莞南,11:26,11:28,2,3:18,D 7111
9,广州东,12:17,-,-,4:09,D 7111
1,广州东,-,12:21,-,0:00,C 7125
2,东莞,12:47,12:49,2,0:26,C 7125
3,常平,12:59,13:01,2,0:38,C 7125
4,樟木头,13:08,13:09,1,0:47,C 7125
5,深圳,13:33,-,-,1:12,C 7125
1,深圳机场,-,10:38,-,0:00,C 6724
2,深圳机场北,10:41,10:43,2,0:03,C 6724
3,福海西,10:47,10:48,1,0:09,C 6724
4,沙井西,10:52,10:54,2,0:14,C 6724
5,长安,11:00,11:02,2,0:22,C 6724
6,长安西,11:05,11:07,2,0:27,C 6724
7,虎门东,11:13,11:14,1,0:35,C 6724
8,虎门北,11:19,11:20,1,0:41,C 6724
9,厚街,11:25,11:27,2,0:47,C 6724
10,东莞港,11:31,11:33,2,0:53,C 6724
11,洪梅,11:39,11:41,2,1:01,C 6724
12,东莞西,11:45,11:46,1,1:07,C 6724
13,望牛墩,11:50,11:51,1,1:12,C 6724
14,中堂,11:56,11:58,2,1:18,C 6724
15,新塘南,12:03,12:04,1,1:25,C 6724
16,广州东,12:27,-,-,1:49,C 6724
1,深圳,-,11:13,-,0:00,C 7030
2,常平,11:37,11:45,8,0:24,C 7030
3,东莞,11:55,11:57,2,0:42,C 7030
4,广州东,12:28,-,-,1:15,C 7030
1,广州东,-,12:32,-,0:00,K 936
2,韶关东,15:39,15:45,6,3:07,K 936
3,坪石,16:44,17:01,17,4:12,K 936
4,郴州,17:47,17:52,5,5:15,K 936
5,耒阳,18:46,18:54,8,6:14,K 936
6,衡阳,19:49,19:54,5,7:17,K 936
7,长沙,22:01,22:21,20,9:29,K 936
8,益阳,23:25,23:31,6,10:53,K 936
9,常德,0:36,0:42,6,12:04,K 936
10,荆门,5:40,5:42,2,17:08,K 936
11,襄阳,7:09,-,-,18:37,K 936
1,深圳,-,11:26,-,0:00,C 7122
2,常平,11:50,11:52,2,0:24,C 7122
3,东莞,12:02,12:04,2,0:36,C 7122
4,广州东,12:35,-,-,1:09,C 7122
1,广州东,-,12:39,-,0:00,C 8003
2,深圳,13:38,-,-,0:59,C 8003
1,赣州西,-,8:55,-,0:00,D 1685
2,信丰西,9:13,9:15,2,0:18,D 1685
3,定南南,9:39,9:41,2,0:44,D 1685
4,龙川西,10:08,10:10,2,1:13,D 1685
5,河源东,10:31,10:39,8,1:36,D 1685
6,惠州北,11:00,11:02,2,2:05,D 1685
7,仲恺,11:12,11:17,5,2:17,D 1685
8,东莞南,11:28,11:50,22,2:33,D 1685
1,广州东,-,12:47,-,0:00,D 7109
2,东莞,13:13,13:15,2,0:26,D 7109
3,东莞南,13:38,13:40,2,0:51,D 7109
4,深圳北,14:02,14:07,5,1:15,D 7109
5,深圳坪山,14:24,14:26,2,1:37,D 7109
6,惠州南,14:35,14:37,2,1:48,D 7109
7,鲘门,14:58,15:00,2,2:11,D 7109
8,陆丰,15:21,15:23,2,2:34,D 7109
9,普宁,15:44,15:46,2,2:57,D 7109
10,潮汕,16:08,16:12,4,3:21,D 7109
11,汕头,16:38,-,-,3:51,D 7109
1,广州东,-,12:57,-,0:00,C 7031
2,东莞,13:23,13:25,2,0:26,C 7031
3,常平,13:35,13:42,7,0:38,C 7031
4,深圳,14:11,-,-,1:14,C 7031
1,广州东,-,13:00,-,0:00,C 6725
2,东莞西,13:30,13:31,1,0:30,C 6725
3,虎门北,13:45,13:46,1,0:45,C 6725
4,长安,13:56,13:58,2,0:56,C 6725
5,深圳机场,14:11,-,-,1:11,C 6725
1,深圳,-,11:35,-,0:00,C 7048
2,常平,11:59,12:18,19,0:24,C 7048
3,东莞,12:29,12:31,2,0:54,C 7048
4,广州东,13:02,-,-,1:27,C 7048
1,广州东,-,13:06,-,0:00,D 1687
2,东莞南,13:52,14:16,24,0:46,D 1687
3,惠州北,14:33,14:35,2,1:27,D 1687
4,河源北,15:06,15:08,2,2:00,D 1687
5,龙川西,15:19,15:31,12,2:13,D 1687
6,信丰西,16:22,16:41,19,3:16,D 1687
7,赣州西,16:59,17:03,4,3:53,D 1687
8,赣县北,17:20,17:27,7,4:14,D 1687
9,泰和,18:02,18:04,2,4:56,D 1687
10,吉安西,18:17,-,-,5:11,D 1687
1,深圳,-,11:55,-,0:00,C 7038
2,樟木头,12:15,12:17,2,0:20,C 7038
3,常平,12:24,12:26,2,0:29,C 7038
4,东莞,12:37,12:39,2,0:42,C 7038
5,广州东,13:10,-,-,1:15,C 7038
1,深圳,-,12:06,-,0:00,C 7058
2,樟木头,12:26,12:28,2,0:20,C 7058
3,常平,12:35,12:37,2,0:29,C 7058
4,东莞,12:47,12:49,2,0:41,C 7058
5,广州东,13:20,-,-,1:14,C 7058
1,襄阳,-,19:40,-,0:00,K 935
2,荆门,21:13,21:18,5,1:33,K 935
3,当阳,21:55,22:00,5,2:15,K 935
4,石门县北,0:33,0:39,6,4:53,K 935
5,常德,1:32,1:35,3,5:52,K 935
6,益阳,2:38,2:41,3,6:58,K 935
7,长沙,3:54,4:14,20,8:14,K 935
8,衡阳,6:12,6:18,6,10:32,K 935
9,郴州,7:58,8:04,6,12:18,K 935
10,韶关东,9:49,9:55,6,14:09,K 935
11,广州东,13:23,-,-,17:43,K 935
1,深圳,-,12:19,-,0:00,C 7094
2,常平,12:43,12:45,2,0:24,C 7094
3,东莞,12:55,12:57,2,0:36,C 7094
4,广州东,13:28,-,-,1:09,C 7094
1,广州东,-,13:28,-,0:00,C 7049
2,东莞,13:54,13:56,2,0:26,C 7049
3,樟木头,14:10,14:12,2,0:42,C 7049
4,平湖,14:23,14:24,1,0:55,C 7049
5,深圳,14:38,-,-,1:10,C 7049
1,汕头,-,10:10,-,0:00,D 7150
2,潮汕,10:36,10:39,3,0:26,D 7150
3,普宁,10:56,10:58,2,0:46,D 7150
4,深圳北,12:16,12:21,5,2:06,D 7150
5,东莞南,12:39,12:41,2,2:29,D 7150
6,东莞,13:03,13:05,2,2:53,D 7150
7,广州东,13:36,-,-,3:26,D 7150
1,广州东,-,13:37,-,0:00,C 7039
2,东莞,14:04,14:06,2,0:27,C 7039
3,常平,14:16,14:18,2,0:39,C 7039
4,深圳,14:46,-,-,1:09,C 7039
1,广州东,-,13:47,-,0:00,C 7059
2,东莞,14:13,14:15,2,0:26,C 7059
3,常平,14:25,14:27,2,0:38,C 7059
4,樟木头,14:34,14:36,2,0:47,C 7059
5,深圳,15:00,-,-,1:13,C 7059
1,福州南,-,8:12,-,0:00,D 3319
2,莆田,8:43,8:45,2,0:31,D 3319
3,泉州,9:10,9:12,2,0:58,D 3319
4,厦门北,9:37,9:41,4,1:25,D 3319
5,漳州,10:00,10:02,2,1:48,D 3319
6,潮汕,10:48,10:55,7,2:36,D 3319
7,普宁,11:12,11:14,2,3:00,D 3319
8,惠州南,12:08,12:10,2,3:56,D 3319
9,深圳北,12:39,12:45,6,4:27,D 3319
10,东莞南,13:01,13:03,2,4:49,D 3319
11,广州东,13:51,-,-,5:39,D 3319
1,沈阳北,-,7:00,-,0:00,Z 12
2,盘锦北,8:18,8:46,28,1:18,Z 12
3,锦州南,9:15,9:17,2,2:15,Z 12
4,葫芦岛北,9:38,9:47,9,2:38,Z 12
5,绥中北,10:18,10:20,2,3:18,Z 12
6,山海关,11:07,11:13,6,4:07,Z 12
7,北戴河,11:43,11:47,4,4:43,Z 12
8,唐山,13:03,13:05,2,6:03,Z 12
9,天津,14:30,14:43,13,7:30,Z 12
10,石家庄,18:12,18:18,6,11:12,Z 12
11,郑州,21:44,22:09,25,14:44,Z 12
12,武昌,2:48,2:55,7,19:48,Z 12
13,长沙,6:12,6:18,6,23:12,Z 12
14,郴州,9:48,9:51,3,26:48:00,Z 12
15,广州东,13:56,-,-,30:56:00,Z 12
1,广州东,-,13:57,-,0:00,C 7095
2,东莞,14:23,14:25,2,0:26,C 7095
3,常平,14:35,14:50,15,0:38,C 7095
4,深圳,15:19,-,-,1:22,C 7095
1,广州东,-,14:05,-,0:00,D 7149
2,东莞,14:31,14:33,2,0:26,D 7149
3,东莞南,14:55,14:58,3,0:50,D 7149
4,深圳北,15:20,15:30,10,1:15,D 7149
5,惠州南,15:52,15:54,2,1:47,D 7149
6,汕尾,16:23,16:25,2,2:18,D 7149
7,陆丰,16:38,16:44,6,2:33,D 7149
8,潮阳,17:11,17:13,2,3:06,D 7149
9,潮汕,17:27,17:31,4,3:22,D 7149
10,汕头,17:56,-,-,3:51,D 7149
1,汕头,-,10:36,-,0:00,D 7142
2,潮汕,11:01,11:05,4,0:25,D 7142
3,普宁,11:22,11:24,2,0:46,D 7142
4,惠州南,12:18,12:20,2,1:42,D 7142
5,深圳坪山,12:29,12:31,2,1:53,D 7142
6,深圳北,12:54,12:59,5,2:18,D 7142
7,光明城,13:11,13:13,2,2:35,D 7142
8,东莞南,13:22,13:25,3,2:46,D 7142
9,广州东,14:13,-,-,3:37,D 7142
1,汕头,-,10:36,-,0:00,D 7142
2,潮汕,11:01,11:05,4,0:25,D 7142
3,普宁,11:22,11:24,2,0:46,D 7142
4,惠州南,12:18,12:20,2,1:42,D 7142
5,深圳坪山,12:29,12:31,2,1:53,D 7142
6,深圳北,12:54,12:59,5,2:18,D 7142
7,光明城,13:11,13:13,2,2:35,D 7142
8,东莞南,13:22,13:25,3,2:46,D 7142
9,广州东,14:13,-,-,3:37,D 7142
1,深圳,-,13:19,-,0:00,C 7114
2,常平,13:43,13:45,2,0:24,C 7114
3,东莞,13:55,13:57,2,0:36,C 7114
4,广州东,14:28,-,-,1:09,C 7114
1,广州东,-,14:28,-,0:00,C 7083
2,东莞,14:54,14:56,2,0:26,C 7083
3,常平,15:06,15:08,2,0:38,C 7083
4,深圳,15:37,-,-,1:09,C 7083
1,深圳,-,13:33,-,0:00,C 8004
2,广州东,14:33,-,-,1:00,C 8004
1,广州东,-,14:42,-,0:00,K 932
2,韶关东,17:20,17:25,5,2:38,K 932
3,郴州,19:08,19:12,4,4:26,K 932
4,衡阳,20:55,21:00,5,6:13,K 932
5,长沙,22:59,23:19,20,8:17,K 932
6,益阳,0:23,0:28,5,9:41,K 932
7,常德,1:33,1:38,5,10:51,K 932
8,石门县北,2:37,2:43,6,11:55,K 932
9,松滋,3:58,4:04,6,13:16,K 932
10,宜昌东,5:21,6:15,54,14:39,K 932
11,当阳,7:16,7:20,4,16:34,K 932
12,荆门,7:57,8:00,3,17:15,K 932
13,襄阳,9:34,-,-,18:52,K 932
1,广州东,-,14:48,-,0:00,K 729
2,东莞东,15:48,15:54,6,1:00,K 729
3,惠州,16:37,16:42,5,1:49,K 729
4,河源,17:32,17:39,7,2:44,K 729
5,龙川,18:34,18:39,5,3:46,K 729
6,信丰,21:01,21:04,3,6:13,K 729
7,赣州,21:47,21:53,6,6:59,K 729
8,兴国,22:40,22:43,3,7:52,K 729
9,九江,4:20,4:26,6,13:32,K 729
10,麻城,6:53,6:59,6,16:05,K 729
11,新县,7:40,7:42,2,16:52,K 729
12,光山,8:07,8:10,3,17:19,K 729
13,阜阳,9:44,10:06,22,18:56,K 729
14,亳州,11:14,11:19,5,20:26,K 729
15,商丘南,12:09,12:13,4,21:21,K 729
16,定陶,13:14,13:16,2,22:26,K 729
17,菏泽,13:35,13:38,3,22:47,K 729
18,郓城,14:11,14:14,3,23:23,K 729
19,聊城,15:13,15:20,7,24:25:00,K 729
20,临清,16:00,16:12,12,25:12:00,K 729
21,清河城,16:29,16:32,3,25:41:00,K 729
22,枣强,17:02,17:25,23,26:14:00,K 729
23,衡水,17:53,18:13,20,27:05:00,K 729
24,辛集,18:56,18:58,2,28:08:00,K 729
25,石家庄北,20:12,20:45,33,29:24:00,K 729
26,太原,23:24,23:47,23,32:36:00,K 729
27,忻州,1:02,1:07,5,34:14:00,K 729
28,原平,1:37,1:42,5,34:49:00,K 729
29,宁武,2:55,3:00,5,36:07:00,K 729
30,朔州,3:32,3:39,7,36:44:00,K 729
31,怀仁,4:41,4:44,3,37:53:00,K 729
32,大同,5:29,-,-,38:41:00,K 729
1,广州东,-,14:49,-,0:00,D 7141
2,东莞,15:15,15:17,2,0:26,D 7141
3,东莞南,15:39,15:42,3,0:50,D 7141
4,深圳北,16:04,16:13,9,1:15,D 7141
5,深圳坪山,16:30,16:32,2,1:41,D 7141
6,惠州南,16:41,16:58,17,1:52,D 7141
7,鲘门,17:19,17:21,2,2:30,D 7141
8,汕尾,17:33,17:35,2,2:44,D 7141
9,潮汕,18:20,18:23,3,3:31,D 7141
10,汕头,18:48,-,-,3:59,D 7141
1,汕头,-,11:07,-,0:00,D 7118
2,潮汕,11:32,11:36,4,0:25,D 7118
3,潮阳,11:47,11:49,2,0:40,D 7118
4,葵潭,12:07,12:09,2,1:00,D 7118
5,汕尾,12:30,12:36,6,1:23,D 7118
6,惠州南,13:05,13:12,7,1:58,D 7118
7,深圳坪山,13:21,13:23,2,2:14,D 7118
8,深圳北,13:43,13:47,4,2:36,D 7118
9,东莞南,14:03,14:05,2,2:56,D 7118
10,广州东,14:53,-,-,3:46,D 7118
1,广州东,-,14:57,-,0:00,C 7115
2,东莞,15:23,15:25,2,0:26,C 7115
3,常平,15:35,15:37,2,0:38,C 7115
4,平湖,15:53,15:55,2,0:56,C 7115
5,深圳,16:10,-,-,1:13,C 7115
1,大埔,-,8:15,-,0:00,T 8367
2,梅州,9:10,9:22,12,0:55,T 8367
3,兴宁,10:10,10:14,4,1:55,T 8367
4,龙川,11:07,11:22,15,2:52,T 8367
5,河源,12:14,12:17,3,3:59,T 8367
6,惠州,13:10,13:13,3,4:55,T 8367
7,东莞东,13:55,14:00,5,5:40,T 8367
