_,station,arr,dep,dwell,runtime,train,line
5,常平,10:16,10:18,2,0:38,C 7029,广深线140~180km/h
6,樟木头,10:25,10:27,2,0:47,C 7029,广深线140~180km/h
7,平湖,10:36,10:36,0,_,C 7029,广深线140~180km/h
8,深圳东,10:40,10:40,0,_,C 7029,广深线140~180km/h
9,深圳,10:51,-,5,1:13,C 7029,广深线140~180km/h
1,深圳,-,11:13,5,0:00,C 7030,
2,深圳东,11:18,11:18,0,_,C 7030,广深线140~180km/h
3,平湖,11:22,11:22,0,_,C 7030,广深线140~180km/h
4,樟木头,11:30,11:30,0,_,C 7030,广深线140~180km/h
5,常平,11:37,11:45,8,0:24,C 7030,广深线140~180km/h
6,东莞,11:55,11:57,2,0:42,C 7030,广深线140~180km/h
7,新塘南,12:08,12:08,0,_,C 7030,广深线140~180km/h
8,石牌,12:18,12:18,0,_,C 7030,广深线140~180km/h
9,广州东,12:28,-,5,1:15,C 7030,广深线140~180km/h
1,广州东,-,12:57,5,0:00,C 7031,
2,石牌,13:00,13:00,0,_,C 7031,广深线140~180km/h
3,新塘南,13:10,13:10,0,_,C 7031,广深线140~180km/h
4,东莞,13:23,13:25,2,0:26,C 7031,广深线140~180km/h
5,常平,13:35,13:42,7,0:38,C 7031,广深线140~180km/h
6,樟木头,13:47,13:47,0,_,C 7031,广深线140~180km/h
7,平湖,13:55,13:55,0,_,C 7031,广深线140~180km/h
8,深圳东,13:59,13:59,0,_,C 7031,广深线140~180km/h
9,深圳,14:11,-,5,1:14,C 7031,广深线140~180km/h
1,广州东,-,16:22,5,0:00,C 7033,
2,石牌,16:25,16:25,0,_,C 7033,广深线140~180km/h
3,新塘南,16:35,16:35,0,_,C 7033,广深线140~180km/h
4,东莞,16:48,16:50,2,0:26,C 7033,广深线140~180km/h
5,常平,16:57,16:57,0,_,C 7033,广深线140~180km/h
6,樟木头,17:01,17:01,0,_,C 7033,广深线140~180km/h
7,平湖,17:09,17:09,0,_,C 7033,广深线140~180km/h
8,深圳东,17:13,17:13,0,_,C 7033,广深线140~180km/h
9,深圳,17:26,-,5,1:04,C 7033,广深线140~180km/h
1,深圳,-,17:47,5,0:00,C 7034,
2,深圳东,17:52,17:52,0,_,C 7034,广深线140~180km/h
3,平湖,17:58,18:00,2,0:11,C 7034,广深线140~180km/h
4,樟木头,18:11,18:13,2,0:24,C 7034,广深线140~180km/h
5,常平,18:20,18:26,6,0:33,C 7034,广深线140~180km/h
6,东莞,18:36,18:38,2,0:49,C 7034,广深线140~180km/h
7,新塘南,18:49,18:49,0,_,C 7034,广深线140~180km/h
8,石牌,18:59,18:59,0,_,C 7034,广深线140~180km/h
9,广州东,19:07,-,5,1:20,C 7034,广深线140~180km/h
1,广州东,-,6:51,5,0:00,C 7035,
2,石牌,6:54,6:54,0,_,C 7035,广深线140~180km/h
3,新塘南,7:04,7:04,0,_,C 7035,广深线140~180km/h
4,东莞,7:17,7:19,2,0:26,C 7035,广深线140~180km/h
5,常平,7:29,7:31,2,0:38,C 7035,广深线140~180km/h
6,樟木头,7:38,7:40,2,0:47,C 7035,广深线140~180km/h
7,平湖,7:51,7:53,2,1:00,C 7035,广深线140~180km/h
8,深圳东,7:58,7:58,0,_,C 7035,广深线140~180km/h
9,深圳,8:07,-,5,1:16,C 7035,广深线140~180km/h
1,深圳,-,8:22,5,0:00,C 7036,
2,深圳东,8:27,8:27,0,_,C 7036,广深线140~180km/h
3,平湖,8:31,8:31,0,_,C 7036,广深线140~180km/h
4,樟木头,8:39,8:39,0,_,C 7036,广深线140~180km/h
5,常平,8:46,8:48,2,0:24,C 7036,广深线140~180km/h
6,东莞,8:58,9:00,2,0:36,C 7036,广深线140~180km/h
7,新塘南,9:11,9:11,0,_,C 7036,广深线140~180km/h
8,石牌,9:21,9:21,0,_,C 7036,广深线140~180km/h
9,广州东,9:31,9:45,14,1:09,C 7036,广深线140~180km/h
10,广州,9:55,-,5,1:33,C 7036,广深线140~180km/h
1,广州,-,10:12,5,0:00,C 7037,
2,广州东,10:22,10:30,8,0:10,C 7037,广深线140~180km/h
3,石牌,10:33,10:33,0,_,C 7037,广深线140~180km/h
4,新塘南,10:43,10:43,0,_,C 7037,广深线140~180km/h
5,东莞,10:56,10:58,2,0:44,C 7037,广深线140~180km/h
6,常平,11:08,11:10,2,0:56,C 7037,广深线140~180km/h
7,樟木头,11:17,11:19,2,1:05,C 7037,广深线140~180km/h
8,平湖,11:28,11:28,0,_,C 7037,广深线140~180km/h
9,深圳东,11:32,11:32,0,_,C 7037,广深线140~180km/h
10,深圳,11:43,-,5,1:31,C 7037,广深线140~180km/h
1,深圳,-,11:55,5,0:00,C 7038,
2,深圳东,12:00,12:00,0,_,C 7038,广深线140~180km/h
3,平湖,12:04,12:04,0,_,C 7038,广深线140~180km/h
4,樟木头,12:15,12:17,2,0:20,C 7038,广深线140~180km/h
5,常平,12:24,12:26,2,0:29,C 7038,广深线140~180km/h
6,东莞,12:37,12:39,2,0:42,C 7038,广深线140~180km/h
7,新塘南,12:50,12:50,0,_,C 7038,广深线140~180km/h
8,石牌,13:00,13:00,0,_,C 7038,广深线140~180km/h
9,广州东,13:10,-,5,1:15,C 7038,广深线140~180km/h
1,广州东,-,13:37,5,0:00,C 7039,
2,石牌,13:40,13:40,0,_,C 7039,广深线140~180km/h
3,新塘南,13:50,13:50,0,_,C 7039,广深线140~180km/h
4,东莞,14:04,14:06,2,0:27,C 7039,广深线140~180km/h
5,常平,14:16,14:18,2,0:39,C 7039,广深线140~180km/h
6,樟木头,14:23,14:23,0,_,C 7039,广深线140~180km/h
7,平湖,14:31,14:31,0,_,C 7039,广深线140~180km/h
8,深圳东,14:35,14:35,0,_,C 7039,广深线140~180km/h
9,深圳,14:46,-,5,1:09,C 7039,广深线140~180km/h
1,深圳,-,15:06,5,0:00,C 7040,
2,深圳东,15:11,15:11,0,_,C 7040,广深线140~180km/h
3,平湖,15:15,15:15,0,_,C 7040,广深线140~180km/h
4,樟木头,15:23,15:23,0,_,C 7040,广深线140~180km/h
5,常平,15:27,15:27,0,_,C 7040,广深线140~180km/h
6,东莞,15:33,15:33,0,_,C 7040,广深线140~180km/h
7,新塘南,15:43,15:43,0,_,C 7040,广深线140~180km/h
8,石牌,15:53,15:53,0,_,C 7040,广深线140~180km/h
9,广州东,16:08,16:18,10,1:02,C 7040,广深线140~180km/h
10,广州,16:28,-,5,1:22,C 7040,广深线140~180km/h
1,广州,-,16:43,5,0:00,C 7041,
2,广州东,16:53,17:01,8,0:10,C 7041,广深线140~180km/h
3,石牌,17:04,17:04,0,_,C 7041,广深线140~180km/h
4,新塘南,17:14,17:14,0,_,C 7041,广深线140~180km/h
5,东莞,17:27,17:34,7,0:44,C 7041,广深线140~180km/h
6,常平,17:41,17:41,0,_,C 7041,广深线140~180km/h
7,樟木头,17:48,17:50,2,1:05,C 7041,广深线140~180km/h
8,平湖,17:59,17:59,0,_,C 7041,广深线140~180km/h
9,深圳东,18:03,18:03,0,_,C 7041,广深线140~180km/h
10,深圳,18:15,-,5,1:32,C 7041,广深线140~180km/h
1,深圳,-,18:33,5,0:00,C 7042,
2,深圳东,18:38,18:38,0,_,C 7042,广深线140~180km/h
3,平湖,18:44,18:46,2,0:11,C 7042,广深线140~180km/h
4,樟木头,18:57,18:59,2,0:24,C 7042,广深线140~180km/h
5,常平,19:06,19:08,2,0:33,C 7042,广深线140~180km/h
6,东莞,19:18,19:20,2,0:45,C 7042,广深线140~180km/h
7,新塘南,19:31,19:31,0,_,C 7042,广深线140~180km/h
8,石牌,19:41,19:41,0,_,C 7042,广深线140~180km/h
9,广州东,19:51,-,5,1:18,C 7042,广深线140~180km/h
1,广州东,-,20:07,5,0:00,C 7043,
2,石牌,20:10,20:10,0,_,C 7043,广深线140~180km/h
3,新塘南,20:20,20:20,0,_,C 7043,广深线140~180km/h
4,东莞,20:33,20:40,7,0:26,C 7043,广深线140~180km/h
5,常平,20:50,20:52,2,0:43,C 7043,广深线140~180km/h
6,樟木头,20:57,20:57,0,_,C 7043,广深线140~180km/h
7,平湖,21:08,21:10,2,1:01,C 7043,广深线140~180km/h
8,深圳东,21:15,21:15,0,_,C 7043,广深线140~180km/h
9,深圳,21:24,-,5,1:17,C 7043,广深线140~180km/h
1,深圳,-,21:46,5,0:00,C 7044,
2,深圳东,21:51,21:51,0,_,C 7044,广深线140~180km/h
3,平湖,21:55,21:55,0,_,C 7044,广深线140~180km/h
4,樟木头,22:03,22:03,0,_,C 7044,广深线140~180km/h
5,常平,22:10,22:12,2,0:24,C 7044,广深线140~180km/h
6,东莞,22:22,22:24,2,0:36,C 7044,广深线140~180km/h
7,新塘南,22:35,22:35,0,_,C 7044,广深线140~180km/h
8,石牌,22:45,22:45,0,_,C 7044,广深线140~180km/h
9,广州东,22:55,-,5,1:09,C 7044,广深线140~180km/h
1,广州东,-,7:11,5,0:00,C 7045,
2,石牌,7:14,7:14,0,_,C 7045,广深线140~180km/h
3,新塘南,7:24,7:24,0,_,C 7045,广深线140~180km/h
4,东莞,7:37,7:39,2,0:26,C 7045,广深线140~180km/h
5,常平,7:46,7:46,0,_,C 7045,广深线140~180km/h
6,樟木头,7:53,7:55,2,0:42,C 7045,广深线140~180km/h
7,平湖,8:04,8:04,0,_,C 7045,广深线140~180km/h
8,深圳东,8:08,8:08,0,_,C 7045,广深线140~180km/h
9,深圳,8:18,-,5,1:07,C 7045,广深线140~180km/h
1,深圳,-,8:36,5,0:00,C 7046,
2,深圳东,8:41,8:41,0,_,C 7046,广深线140~180km/h
3,平湖,8:45,8:45,0,_,C 7046,广深线140~180km/h
4,樟木头,8:58,9:00,2,0:22,C 7046,广深线140~180km/h
5,常平,9:05,9:05,0,_,C 7046,广深线140~180km/h
6,东莞,9:14,9:16,2,0:38,C 7046,广深线140~180km/h
7,新塘南,9:27,9:27,0,_,C 7046,广深线140~180km/h
8,石牌,9:37,9:37,0,_,C 7046,广深线140~180km/h
9,广州东,9:47,-,5,1:11,C 7046,广深线140~180km/h
1,广州东,-,10:14,5,0:00,C 7047,
2,石牌,10:17,10:17,0,_,C 7047,广深线140~180km/h
3,新塘南,10:27,10:27,0,_,C 7047,广深线140~180km/h
4,东莞,10:40,10:42,2,0:26,C 7047,广深线140~180km/h
5,常平,10:49,10:49,0,_,C 7047,广深线140~180km/h
6,樟木头,10:53,10:53,0,_,C 7047,广深线140~180km/h
7,平湖,11:01,11:01,0,_,C 7047,广深线140~180km/h
8,深圳东,11:05,11:05,0,_,C 7047,广深线140~180km/h
9,深圳,11:18,-,5,1:04,C 7047,广深线140~180km/h
1,深圳,-,11:35,5,0:00,C 7048,
2,深圳东,11:40,11:40,0,_,C 7048,广深线140~180km/h
3,平湖,11:44,11:44,0,_,C 7048,广深线140~180km/h
4,樟木头,11:52,11:52,0,_,C 7048,广深线140~180km/h
5,常平,11:59,12:18,19,0:24,C 7048,广深线140~180km/h
6,东莞,12:29,12:31,2,0:54,C 7048,广深线140~180km/h
7,新塘南,12:42,12:42,0,_,C 7048,广深线140~180km/h
8,石牌,12:52,12:52,0,_,C 7048,广深线140~180km/h
9,广州东,13:02,-,5,1:27,C 7048,广深线140~180km/h
1,广州东,-,13:28,5,0:00,C 7049,
2,石牌,13:31,13:31,0,_,C 7049,广深线140~180km/h
3,新塘南,13:41,13:41,0,_,C 7049,广深线140~180km/h
4,东莞,13:54,13:56,2,0:26,C 7049,广深线140~180km/h
5,常平,14:03,14:03,0,_,C 7049,广深线140~180km/h
6,樟木头,14:10,14:12,2,0:42,C 7049,广深线140~180km/h
7,平湖,14:23,14:24,1,0:55,C 7049,广深线140~180km/h
8,深圳东,14:29,14:29,0,_,C 7049,广深线140~180km/h
9,深圳,14:38,-,5,1:10,C 7049,广深线140~180km/h
1,深圳,-,14:55,5,0:00,C 7050,
2,深圳东,15:00,15:00,0,_,C 7050,广深线140~180km/h
3,平湖,15:06,15:08,2,0:11,C 7050,广深线140~180km/h
4,樟木头,15:17,15:17,0,_,C 7050,广深线140~180km/h
5,常平,15:23,15:35,12,0:28,C 7050,广深线140~180km/h
6,东莞,15:45,15:47,2,0:50,C 7050,广深线140~180km/h
7,新塘南,15:58,15:58,0,_,C 7050,广深线140~180km/h
8,石牌,16:08,16:08,0,_,C 7050,广深线140~180km/h
9,广州东,16:18,-,5,1:23,C 7050,广深线140~180km/h
1,广州东,-,16:38,5,0:00,C 7051,
2,石牌,16:41,16:41,0,_,C 7051,广深线140~180km/h
3,新塘南,16:51,16:51,0,_,C 7051,广深线140~180km/h
4,东莞,17:04,17:11,7,0:26,C 7051,广深线140~180km/h
5,常平,17:21,17:23,2,0:43,C 7051,广深线140~180km/h
6,樟木头,17:28,17:28,0,_,C 7051,广深线140~180km/h
7,平湖,17:39,17:41,2,1:01,C 7051,广深线140~180km/h
8,深圳东,17:46,17:46,0,_,C 7051,广深线140~180km/h
9,深圳,17:56,-,5,1:18,C 7051,广深线140~180km/h
1,深圳,-,18:11,5,0:00,C 7052,
2,深圳东,18:16,18:16,0,_,C 7052,广深线140~180km/h
3,平湖,18:20,18:20,0,_,C 7052,广深线140~180km/h
4,樟木头,18:31,18:44,13,0:20,C 7052,广深线140~180km/h
5,常平,18:51,19:00,9,0:40,C 7052,广深线140~180km/h
6,东莞,19:10,19:12,2,0:59,C 7052,广深线140~180km/h
7,新塘南,19:23,19:23,0,_,C 7052,广深线140~180km/h
8,石牌,19:33,19:33,0,_,C 7052,广深线140~180km/h
9,广州东,19:43,-,5,1:32,C 7052,广深线140~180km/h
1,深圳,-,21:22,5,0:00,C 7054,
2,深圳东,21:27,21:27,0,_,C 7054,广深线140~180km/h
3,平湖,21:33,21:35,2,0:11,C 7054,广深线140~180km/h
4,樟木头,21:46,21:48,2,0:24,C 7054,广深线140~180km/h
5,常平,21:55,22:04,9,0:33,C 7054,广深线140~180km/h
6,东莞,22:14,22:16,2,0:52,C 7054,广深线140~180km/h
7,新塘南,22:27,22:27,0,_,C 7054,广深线140~180km/h
8,石牌,22:37,22:37,0,_,C 7054,广深线140~180km/h
9,广州东,22:47,-,5,1:25,C 7054,广深线140~180km/h
1,广州东,-,7:29,5,0:00,C 7055,
2,石牌,7:32,7:32,0,_,C 7055,广深线140~180km/h
3,新塘南,7:42,7:42,0,_,C 7055,广深线140~180km/h
4,东莞,7:55,7:57,2,0:26,C 7055,广深线140~180km/h
5,常平,8:07,8:09,2,0:38,C 7055,广深线140~180km/h
6,樟木头,8:14,8:14,0,_,C 7055,广深线140~180km/h
7,平湖,8:25,8:27,2,0:56,C 7055,广深线140~180km/h
8,深圳东,8:32,8:32,0,_,C 7055,广深线140~180km/h
9,深圳,8:41,-,5,1:12,C 7055,广深线140~180km/h
1,深圳,-,8:54,5,0:00,C 7056,
2,深圳东,8:59,8:59,0,_,C 7056,广深线140~180km/h
3,平湖,9:03,9:03,0,_,C 7056,广深线140~180km/h
4,樟木头,9:14,9:17,3,0:20,C 7056,广深线140~180km/h
5,常平,9:24,9:31,7,0:30,C 7056,广深线140~180km/h
6,东莞,9:41,9:44,3,0:47,C 7056,广深线140~180km/h
7,新塘南,9:55,9:55,0,_,C 7056,广深线140~180km/h
8,石牌,10:05,10:05,0,_,C 7056,广深线140~180km/h
9,广州东,10:15,-,5,1:21,C 7056,广深线140~180km/h
1,广州东,-,10:38,5,0:00,C 7057,
2,石牌,10:41,10:41,0,_,C 7057,广深线140~180km/h
3,新塘南,10:51,10:51,0,_,C 7057,广深线140~180km/h
4,东莞,11:04,11:06,2,0:26,C 7057,广深线140~180km/h
5,常平,11:16,11:18,2,0:38,C 7057,广深线140~180km/h
6,樟木头,11:25,11:27,2,0:47,C 7057,广深线140~180km/h
7,平湖,11:36,11:36,0,_,C 7057,广深线140~180km/h
8,深圳东,11:40,11:40,0,_,C 7057,广深线140~180km/h
9,深圳,11:51,-,5,1:13,C 7057,广深线140~180km/h
1,深圳,-,12:06,5,0:00,C 7058,
2,深圳东,12:11,12:11,0,_,C 7058,广深线140~180km/h
3,平湖,12:15,12:15,0,_,C 7058,广深线140~180km/h
4,樟木头,12:26,12:28,2,0:20,C 7058,广深线140~180km/h
5,常平,12:35,12:37,2,0:29,C 7058,广深线140~180km/h
6,东莞,12:47,12:49,2,0:41,C 7058,广深线140~180km/h
7,新塘南,13:00,13:00,0,_,C 7058,广深线140~180km/h
8,石牌,13:10,13:10,0,_,C 7058,广深线140~180km/h
9,广州东,13:20,-,5,1:14,C 7058,广深线140~180km/h
1,广州东,-,13:47,5,0:00,C 7059,
2,石牌,13:50,13:50,0,_,C 7059,广深线140~180km/h
3,新塘南,14:00,14:00,0,_,C 7059,广深线140~180km/h
4,东莞,14:13,14:15,2,0:26,C 7059,广深线140~180km/h
5,常平,14:25,14:27,2,0:38,C 7059,广深线140~180km/h
6,樟木头,14:34,14:36,2,0:47,C 7059,广深线140~180km/h
7,平湖,14:45,14:45,0,_,C 7059,广深线140~180km/h
8,深圳东,14:49,14:49,0,_,C 7059,广深线140~180km/h
9,深圳,15:00,-,5,1:13,C 7059,广深线140~180km/h
1,深圳,-,15:27,5,0:00,C 7060,
2,深圳东,15:32,15:32,0,_,C 7060,广深线140~180km/h
3,平湖,15:36,15:36,0,_,C 7060,广深线140~180km/h
4,樟木头,15:47,15:49,2,0:20,C 7060,广深线140~180km/h
5,常平,15:56,15:58,2,0:29,C 7060,广深线140~180km/h
6,东莞,16:08,16:10,2,0:41,C 7060,广深线140~180km/h
7,新塘南,16:21,16:21,0,_,C 7060,广深线140~180km/h
8,石牌,16:31,16:31,0,_,C 7060,广深线140~180km/h
9,广州东,16:41,-,5,1:14,C 7060,广深线140~180km/h
1,广州东,-,17:14,5,0:00,C 7061,
2,石牌,17:17,17:17,0,_,C 7061,广深线140~180km/h
3,新塘南,17:27,17:27,0,_,C 7061,广深线140~180km/h
4,东莞,17:40,17:42,2,0:26,C 7061,广深线140~180km/h
5,常平,17:52,17:54,2,0:38,C 7061,广深线140~180km/h
6,樟木头,17:59,17:59,0,_,C 7061,广深线140~180km/h
7,平湖,18:11,18:13,2,0:57,C 7061,广深线140~180km/h
8,深圳东,18:18,18:18,0,_,C 7061,广深线140~180km/h
9,深圳,18:30,-,5,1:16,C 7061,广深线140~180km/h
1,深圳,-,18:45,5,0:00,C 7062,
2,深圳东,18:50,18:50,0,_,C 7062,广深线140~180km/h
3,平湖,18:54,18:54,0,_,C 7062,广深线140~180km/h
4,樟木头,19:05,19:07,2,0:20,C 7062,广深线140~180km/h
5,常平,19:14,19:16,2,0:29,C 7062,广深线140~180km/h
6,东莞,19:26,19:28,2,0:41,C 7062,广深线140~180km/h
7,新塘南,19:39,19:39,0,_,C 7062,广深线140~180km/h
8,石牌,19:49,19:49,0,_,C 7062,广深线140~180km/h
9,广州东,19:59,20:07,8,1:14,C 7062,广深线140~180km/h
10,广州,20:17,-,5,1:32,C 7062,广深线140~180km/h
1,广州,-,20:31,5,0:00,C 7063,
2,广州东,20:41,20:57,16,0:10,C 7063,广深线140~180km/h
3,石牌,21:00,21:00,0,_,C 7063,广深线140~180km/h
4,新塘南,21:10,21:10,0,_,C 7063,广深线140~180km/h
5,东莞,21:23,21:25,2,0:52,C 7063,广深线140~180km/h
6,常平,21:35,21:37,2,1:04,C 7063,广深线140~180km/h
7,樟木头,21:42,21:42,0,_,C 7063,广深线140~180km/h
8,平湖,21:53,21:55,2,1:22,C 7063,广深线140~180km/h
9,深圳东,22:00,22:00,0,_,C 7063,广深线140~180km/h
10,深圳,22:10,-,5,1:39,C 7063,广深线140~180km/h
1,深圳,-,6:58,5,0:00,C 7064,
2,深圳东,7:03,7:03,0,_,C 7064,广深线140~180km/h
3,平湖,7:09,7:11,2,0:11,C 7064,广深线140~180km/h
4,樟木头,7:22,7:24,2,0:24,C 7064,广深线140~180km/h
5,常平,7:31,7:33,2,0:33,C 7064,广深线140~180km/h
6,东莞,7:43,7:45,2,0:45,C 7064,广深线140~180km/h
7,新塘南,7:56,7:56,0,_,C 7064,广深线140~180km/h
8,石牌,8:06,8:06,0,_,C 7064,广深线140~180km/h
9,广州东,8:16,8:20,4,1:18,C 7064,广深线140~180km/h
10,广州,8:30,-,5,1:32,C 7064,广深线140~180km/h
1,广州,-,8:45,5,0:00,C 7065,
2,广州东,8:55,8:58,3,0:10,C 7065,广深线140~180km/h
3,石牌,9:01,9:01,0,_,C 7065,广深线140~180km/h
4,新塘南,9:11,9:11,0,_,C 7065,广深线140~180km/h
5,东莞,9:24,9:32,8,0:39,C 7065,广深线140~180km/h
6,常平,9:42,9:44,2,0:57,C 7065,广深线140~180km/h
7,樟木头,9:49,9:49,0,_,C 7065,广深线140~180km/h
8,平湖,9:57,9:57,0,_,C 7065,广深线140~180km/h
9,深圳东,10:01,10:01,0,_,C 7065,广深线140~180km/h
10,深圳,10:13,-,5,1:28,C 7065,广深线140~180km/h
1,深圳,-,10:30,5,0:00,C 7066,
2,深圳东,10:35,10:35,0,_,C 7066,广深线140~180km/h
3,平湖,10:39,10:39,0,_,C 7066,广深线140~180km/h
4,樟木头,10:50,10:52,2,0:20,C 7066,广深线140~180km/h
5,常平,10:59,11:08,9,0:29,C 7066,广深线140~180km/h
6,东莞,11:18,11:20,2,0:48,C 7066,广深线140~180km/h
7,新塘南,11:31,11:31,0,_,C 7066,广深线140~180km/h
8,石牌,11:41,11:41,0,_,C 7066,广深线140~180km/h
9,广州东,11:51,-,5,1:21,C 7066,广深线140~180km/h
1,广州东,-,12:13,5,0:00,C 7067,
2,石牌,12:16,12:16,0,_,C 7067,广深线140~180km/h
3,新塘南,12:26,12:26,0,_,C 7067,广深线140~180km/h
4,东莞,12:39,12:41,2,0:26,C 7067,广深线140~180km/h
5,常平,12:51,12:53,2,0:38,C 7067,广深线140~180km/h
6,樟木头,12:58,12:58,0,_,C 7067,广深线140~180km/h
7,平湖,13:06,13:06,0,_,C 7067,广深线140~180km/h
8,深圳东,13:10,13:10,0,_,C 7067,广深线140~180km/h
9,深圳,13:23,-,5,1:10,C 7067,广深线140~180km/h
1,深圳,-,13:40,5,0:00,C 7068,
2,深圳东,13:45,13:45,0,_,C 7068,广深线140~180km/h
3,平湖,13:49,13:49,0,_,C 7068,广深线140~180km/h
4,樟木头,14:00,14:02,2,0:20,C 7068,广深线140~180km/h
5,常平,14:09,14:11,2,0:29,C 7068,广深线140~180km/h
6,东莞,14:21,14:28,7,0:41,C 7068,广深线140~180km/h
7,新塘南,14:39,14:39,0,_,C 7068,广深线140~180km/h
8,石牌,14:49,14:49,0,_,C 7068,广深线140~180km/h
9,广州东,14:59,15:05,6,1:19,C 7068,广深线140~180km/h
10,广州,15:15,-,5,1:35,C 7068,广深线140~180km/h
1,广州,-,15:41,5,0:00,C 7069,
2,广州东,15:51,16:05,14,0:10,C 7069,广深线140~180km/h
3,石牌,16:08,16:08,0,_,C 7069,广深线140~180km/h
4,新塘南,16:18,16:18,0,_,C 7069,广深线140~180km/h
5,东莞,16:31,16:33,2,0:50,C 7069,广深线140~180km/h
6,常平,16:40,16:40,0,_,C 7069,广深线140~180km/h
7,樟木头,16:47,16:49,2,1:06,C 7069,广深线140~180km/h
8,平湖,17:00,17:02,2,1:19,C 7069,广深线140~180km/h
9,深圳东,17:07,17:07,0,_,C 7069,广深线140~180km/h
10,深圳,17:17,-,5,1:36,C 7069,广深线140~180km/h
1,深圳,-,17:32,5,0:00,C 7070,
2,深圳东,17:37,17:37,0,_,C 7070,广深线140~180km/h
3,平湖,17:43,17:45,2,0:11,C 7070,广深线140~180km/h
4,樟木头,17:56,17:58,2,0:24,C 7070,广深线140~180km/h
5,常平,18:05,18:07,2,0:33,C 7070,广深线140~180km/h
6,东莞,18:17,18:19,2,0:45,C 7070,广深线140~180km/h
7,新塘南,18:30,18:30,0,_,C 7070,广深线140~180km/h
8,石牌,18:40,18:40,0,_,C 7070,广深线140~180km/h
9,广州东,18:50,-,5,1:18,C 7070,广深线140~180km/h
1,广州东,-,19:18,5,0:00,C 7071,
2,石牌,19:21,19:21,0,_,C 7071,广深线140~180km/h
3,新塘南,19:31,19:31,0,_,C 7071,广深线140~180km/h
4,东莞,19:41,19:41,0,_,C 7071,广深线140~180km/h
5,常平,19:54,19:56,2,0:36,C 7071,广深线140~180km/h
6,樟木头,20:03,20:05,2,0:45,C 7071,广深线140~180km/h
7,平湖,20:14,20:14,0,_,C 7071,广深线140~180km/h
8,深圳东,20:18,20:18,0,_,C 7071,广深线140~180km/h
9,深圳,20:29,-,5,1:11,C 7071,广深线140~180km/h
1,深圳,-,20:53,5,0:00,C 7072,
2,深圳东,20:58,20:58,0,_,C 7072,广深线140~180km/h
3,平湖,21:04,21:06,2,0:11,C 7072,广深线140~180km/h
4,樟木头,21:17,21:19,2,0:24,C 7072,广深线140~180km/h
5,常平,21:26,21:28,2,0:33,C 7072,广深线140~180km/h
6,东莞,21:38,21:40,2,0:45,C 7072,广深线140~180km/h
7,新塘南,21:51,21:51,0,_,C 7072,广深线140~180km/h
8,石牌,22:01,22:01,0,_,C 7072,广深线140~180km/h
9,广州东,22:11,-,5,1:18,C 7072,广深线140~180km/h
1,广州东,-,11:07,5,0:00,C 7075,
2,石牌,11:10,11:10,0,_,C 7075,广深线140~180km/h
3,新塘南,11:20,11:20,0,_,C 7075,广深线140~180km/h
4,东莞,11:33,11:35,2,0:26,C 7075,广深线140~180km/h
5,常平,11:42,11:42,0,_,C 7075,广深线140~180km/h
6,樟木头,11:46,11:46,0,_,C 7075,广深线140~180km/h
7,平湖,11:54,11:54,0,_,C 7075,广深线140~180km/h
8,深圳东,11:58,11:58,0,_,C 7075,广深线140~180km/h
9,深圳,12:11,-,5,1:04,C 7075,广深线140~180km/h
1,深圳,-,12:32,5,0:00,C 7076,
2,深圳东,12:37,12:37,0,_,C 7076,广深线140~180km/h
3,平湖,12:43,12:45,2,0:11,C 7076,广深线140~180km/h
4,樟木头,12:54,12:54,0,_,C 7076,广深线140~180km/h
5,常平,13:00,13:02,2,0:28,C 7076,广深线140~180km/h
6,东莞,13:12,13:14,2,0:40,C 7076,广深线140~180km/h
7,新塘南,13:25,13:25,0,_,C 7076,广深线140~180km/h
8,石牌,13:35,13:35,0,_,C 7076,广深线140~180km/h
9,广州东,13:45,13:51,6,1:13,C 7076,广深线140~180km/h
10,广州,14:01,-,5,1:29,C 7076,广深线140~180km/h
1,广州,-,14:17,5,0:00,C 7077,
2,广州东,14:27,14:39,12,0:10,C 7077,广深线140~180km/h
3,石牌,14:42,14:42,0,_,C 7077,广深线140~180km/h
4,新塘南,14:52,14:52,0,_,C 7077,广深线140~180km/h
5,东莞,15:05,15:07,2,0:48,C 7077,广深线140~180km/h
6,常平,15:17,15:19,2,1:00,C 7077,广深线140~180km/h
7,樟木头,15:24,15:24,0,_,C 7077,广深线140~180km/h
