traincode,station,arr,dep,time,line,state
G 1038,光明城,1,0,114,广深港高速线350km/h,last
G 1113,清远,0,1,19,广深港高速线350km/h,first
G 1113,广州北,1,0,29,广深港高速线350km/h,middle
G 1113,广州北,0,1,29,广深港高速线350km/h,middle
G 1113,广州南,1,0,41,广深港高速线350km/h,last
G 1128,广州南,0,1,60,广深港高速线350km/h,first
G 1128,广州北,1,0,75,广深港高速线350km/h,last
G 1130,广州南,0,1,86,广深港高速线350km/h,first
G 1130,广州北,1,0,102,广深港高速线350km/h,last
G 1156,广州南,0,1,19,广深港高速线350km/h,first
G 1156,广州北,1,0,35,广深港高速线350km/h,last
G 1161,清远,0,1,95,广深港高速线350km/h,first
G 1161,广州北,1,0,105,广深港高速线350km/h,middle
G 1161,广州北,0,1,105,广深港高速线350km/h,middle
G 1161,广州南,1,0,117,广深港高速线350km/h,last
G 1172,广州南,0,1,28,广深港高速线350km/h,first
G 1172,广州北,1,0,41,广深港高速线350km/h,last
G 1306,广州南,0,1,98,广深港高速线350km/h,first
G 1306,广州北,1,0,111,广深港高速线350km/h,last
G 1403,清远,0,1,62,广深港高速线350km/h,first
G 1403,广州北,1,0,72,广深港高速线350km/h,middle
G 1403,广州北,0,1,72,广深港高速线350km/h,middle
G 1403,广州南,1,0,92,广深港高速线350km/h,last
G 1607,广州南,0,1,54,广深港高速线350km/h,first
G 1607,庆盛,1,0,70,广深港高速线350km/h,middle
G 1607,庆盛,0,1,70,广深港高速线350km/h,middle
G 1607,虎门,1,0,74,广深港高速线350km/h,middle
G 1607,虎门,0,1,81,广深港高速线350km/h,middle
G 1607,光明城,1,0,89,广深港高速线350km/h,middle
G 1607,光明城,0,1,89,广深港高速线350km/h,middle
G 1607,深圳北,1,0,98,广深港高速线350km/h,middle
G 1607,深圳北,0,1,103,杭深线250km/h,last
G 1609,庆盛,1,0,6,广深港高速线350km/h,first
G 1609,庆盛,0,1,6,广深港高速线350km/h,middle
G 1609,广州南,1,0,14,广深港高速线350km/h,last
G 2733,仲恺,1,0,1,京港高速线赣深段350km/h,first
G 2733,仲恺,0,1,1,京港高速线赣深段350km/h,middle
G 2733,东莞南,1,0,8,京港高速线赣深段350km/h,middle
G 2733,东莞南,0,1,8,樟木头-东莞南跨线,middle
G 2733,樟木头,1,0,12,樟木头-东莞南跨线,middle
G 2733,樟木头,0,1,12,广深线140~180km/h,middle
G 2733,平湖,1,0,22,广深线140~180km/h,middle
G 2733,平湖,0,1,22,广深线140~180km/h,middle
G 2733,深圳东,1,0,26,广深线140~180km/h,middle
G 2733,深圳东,0,1,26,广深线140~180km/h,middle
G 2733,深圳,1,0,30,广深线140~180km/h,last
G 2738,深圳,0,1,17,广深线140~180km/h,first
G 2738,深圳东,1,0,23,广深线140~180km/h,middle
G 2738,深圳东,0,1,23,广深线140~180km/h,middle
G 2738,平湖,1,0,28,广深线140~180km/h,middle
G 2738,平湖,0,1,29,广深线140~180km/h,middle
G 2738,樟木头,1,0,37,广深线140~180km/h,middle
G 2738,樟木头,0,1,37,樟木头-东莞南跨线,middle
G 2738,东莞南,1,0,39,樟木头-东莞南跨线,last
G 2768,深圳,0,1,49,广深线140~180km/h,first
G 2768,深圳东,1,0,55,广深线140~180km/h,middle
G 2768,深圳东,0,1,55,广深线140~180km/h,middle
G 2768,平湖,1,0,59,广深线140~180km/h,middle
G 2768,平湖,0,1,59,广深线140~180km/h,middle
G 2768,樟木头,1,0,67,广深线140~180km/h,middle
G 2768,樟木头,0,1,67,樟木头-东莞南跨线,middle
G 2768,东莞南,1,0,71,樟木头-东莞南跨线,last
G 2781,惠州北,0,1,53,京港高速线赣深段350km/h,first
G 2781,仲恺,1,0,60,京港高速线赣深段350km/h,middle
G 2781,仲恺,0,1,60,京港高速线赣深段350km/h,middle
G 2781,东莞南,1,0,67,京港高速线赣深段350km/h,middle
G 2781,东莞南,0,1,67,樟木头-东莞南跨线,middle
G 2781,樟木头,1,0,71,樟木头-东莞南跨线,middle
G 2781,樟木头,0,1,71,广深线140~180km/h,middle
G 2781,平湖,1,0,81,广深线140~180km/h,middle
G 2781,平湖,0,1,81,广深线140~180km/h,middle
G 2781,深圳东,1,0,85,广深线140~180km/h,middle
G 2781,深圳东,0,1,85,广深线140~180km/h,middle
G 2781,深圳,1,0,89,广深线140~180km/h,last
G 2782,深圳,0,1,95,广深线140~180km/h,first
G 2782,深圳东,1,0,101,广深线140~180km/h,middle
G 2782,深圳东,0,1,101,广深线140~180km/h,middle
G 2782,平湖,1,0,106,广深线140~180km/h,middle
G 2782,平湖,0,1,106,广深线140~180km/h,middle
G 2782,樟木头,1,0,114,广深线140~180km/h,middle
G 2782,樟木头,0,1,114,樟木头-东莞南跨线,middle
G 2782,东莞南,1,0,117,樟木头-东莞南跨线,last
G 2795,惠州北,0,1,35,京港高速线赣深段350km/h,first
G 2795,仲恺,1,0,42,京港高速线赣深段350km/h,middle
G 2795,仲恺,0,1,42,京港高速线赣深段350km/h,middle
G 2795,东莞南,1,0,49,京港高速线赣深段350km/h,middle
G 2795,东莞南,0,1,49,樟木头-东莞南跨线,middle
G 2795,樟木头,1,0,53,樟木头-东莞南跨线,middle
G 2795,樟木头,0,1,53,广深线140~180km/h,middle
G 2795,平湖,1,0,63,广深线140~180km/h,middle
G 2795,平湖,0,1,63,广深线140~180km/h,middle
G 2795,深圳东,1,0,67,广深线140~180km/h,middle
G 2795,深圳东,0,1,67,广深线140~180km/h,middle
G 2795,深圳,1,0,72,广深线140~180km/h,last
G 2796,深圳,0,1,112,广深线140~180km/h,first
G 2796,深圳东,1,0,118,广深线140~180km/h,middle
G 2796,深圳东,0,1,118,广深线140~180km/h,last
G 2906,深圳北,0,1,24,广深港高速线350km/h,first
G 2906,光明城,1,0,36,广深港高速线350km/h,middle
G 2906,光明城,0,1,36,广深港高速线350km/h,middle
G 2906,虎门,1,0,47,广深港高速线350km/h,middle
G 2906,虎门,0,1,49,广深港高速线350km/h,middle
G 2906,庆盛,1,0,55,广深港高速线350km/h,middle
G 2906,庆盛,0,1,55,广深港高速线350km/h,middle
G 2906,广州南,1,0,63,广深港高速线350km/h,middle
G 2906,广州南,0,1,67,贵广客运专线300km/h,middle
G 2906,佛山西,1,0,85,贵广客运专线300km/h,last
G 2913,肇庆东,0,1,36,贵广客运专线300km/h,first
G 2913,三水南,1,0,45,贵广客运专线300km/h,middle
G 2913,三水南,0,1,45,贵广客运专线300km/h,middle
G 2913,佛山西,1,0,58,贵广客运专线300km/h,middle
G 2913,佛山西,0,1,60,贵广客运专线300km/h,middle
G 2913,广州南,1,0,79,贵广客运专线300km/h,middle
G 2913,广州南,0,1,82,广深港高速线350km/h,middle
G 2913,庆盛,1,0,93,广深港高速线350km/h,middle
G 2913,庆盛,0,1,93,广深港高速线350km/h,middle
G 2913,虎门,1,0,100,广深港高速线350km/h,middle
G 2913,虎门,0,1,100,广深港高速线350km/h,middle
G 2913,光明城,1,0,108,广深港高速线350km/h,middle
G 2913,光明城,0,1,108,广深港高速线350km/h,middle
G 2913,深圳北,1,0,117,广深港高速线350km/h,last
G 2922,深圳北,0,1,86,广深港高速线350km/h,first
G 2922,光明城,1,0,99,广深港高速线350km/h,middle
G 2922,光明城,0,1,99,广深港高速线350km/h,middle
G 2922,虎门,1,0,107,广深港高速线350km/h,middle
G 2922,虎门,0,1,109,广深港高速线350km/h,middle
G 2922,庆盛,1,0,113,广深港高速线350km/h,middle
G 2922,庆盛,0,1,113,广深港高速线350km/h,last
G 2924,广州南,0,1,35,广深港高速线350km/h,first
G 2924,庆盛,1,0,46,广深港高速线350km/h,middle
G 2924,庆盛,0,1,46,广深港高速线350km/h,middle
G 2924,虎门,1,0,50,广深港高速线350km/h,middle
G 2924,虎门,0,1,52,广深港高速线350km/h,middle
G 2924,光明城,1,0,60,广深港高速线350km/h,middle
G 2924,光明城,0,1,60,广深港高速线350km/h,middle
G 2924,深圳北,1,0,69,广深港高速线350km/h,last
G 2929,广州南,0,1,0,广深港高速线350km/h,first
G 2929,庆盛,1,0,10,广深港高速线350km/h,middle
G 2929,庆盛,0,1,10,广深港高速线350km/h,middle
G 2929,虎门,1,0,14,广深港高速线350km/h,middle
G 2929,虎门,0,1,14,广深港高速线350km/h,middle
G 2929,光明城,1,0,23,广深港高速线350km/h,middle
G 2929,光明城,0,1,23,广深港高速线350km/h,middle
G 2929,深圳北,1,0,32,广深港高速线350km/h,last
G 2930,深圳北,0,1,52,广深港高速线350km/h,first
G 2930,光明城,1,0,63,广深港高速线350km/h,middle
G 2930,光明城,0,1,63,广深港高速线350km/h,middle
G 2930,虎门,1,0,71,广深港高速线350km/h,middle
G 2930,虎门,0,1,71,广深港高速线350km/h,middle
G 2930,庆盛,1,0,75,广深港高速线350km/h,middle
G 2930,庆盛,0,1,75,广深港高速线350km/h,middle
G 2930,广州南,1,0,83,广深港高速线350km/h,middle
G 2930,广州南,0,1,88,贵广客运专线300km/h,middle
G 2930,佛山西,1,0,104,贵广客运专线300km/h,last
G 2936,广州南,0,1,48,贵广客运专线300km/h,first
G 2936,佛山西,1,0,64,贵广客运专线300km/h,middle
G 2936,佛山西,0,1,64,贵广客运专线300km/h,middle
G 2936,三水南,1,0,72,贵广客运专线300km/h,middle
G 2936,三水南,0,1,72,贵广客运专线300km/h,middle
G 2936,肇庆东,1,0,79,贵广客运专线300km/h,middle
G 2936,肇庆东,0,1,79,贵广客运专线300km/h,middle
G 2936,广宁,1,0,93,贵广客运专线300km/h,middle
G 2936,广宁,0,1,93,贵广客运专线300km/h,middle
G 2936,怀集,1,0,104,贵广客运专线300km/h,last
G 2938,佛山西,1,0,7,贵广客运专线300km/h,first
G 2938,佛山西,0,1,7,贵广客运专线300km/h,middle
G 2938,广州南,1,0,24,贵广客运专线300km/h,last
G 319,肇庆东,0,1,25,贵广客运专线300km/h,first
G 319,三水南,1,0,35,贵广客运专线300km/h,middle
G 319,三水南,0,1,35,贵广客运专线300km/h,middle
G 319,佛山西,1,0,43,贵广客运专线300km/h,middle
G 319,佛山西,0,1,43,贵广客运专线300km/h,middle
G 319,广州南,1,0,59,贵广客运专线300km/h,middle
G 319,广州南,0,1,68,广深港高速线350km/h,middle
G 319,庆盛,1,0,78,广深港高速线350km/h,middle
G 319,庆盛,0,1,78,广深港高速线350km/h,middle
G 319,虎门,1,0,82,广深港高速线350km/h,middle
G 319,虎门,0,1,88,广深港高速线350km/h,middle
G 319,光明城,1,0,96,广深港高速线350km/h,middle
G 319,光明城,0,1,96,广深港高速线350km/h,middle
G 319,深圳北,1,0,105,广深港高速线350km/h,last
G 320,深圳北,0,1,70,广深港高速线350km/h,first
G 320,光明城,1,0,82,广深港高速线350km/h,middle
G 320,光明城,0,1,82,广深港高速线350km/h,middle
G 320,虎门,1,0,91,广深港高速线350km/h,middle
G 320,虎门,0,1,91,广深港高速线350km/h,middle
G 320,庆盛,1,0,96,广深港高速线350km/h,middle
G 320,庆盛,0,1,96,广深港高速线350km/h,middle
G 320,广州南,1,0,104,广深港高速线350km/h,middle
G 320,广州南,0,1,107,贵广客运专线300km/h,last
G 417,广州南,1,0,14,贵广客运专线300km/h,first
G 417,广州南,0,1,22,广深港高速线350km/h,middle
G 417,庆盛,1,0,30,广深港高速线350km/h,middle
G 417,庆盛,0,1,30,广深港高速线350km/h,middle
G 417,虎门,1,0,34,广深港高速线350km/h,middle
G 417,虎门,0,1,34,广深港高速线350km/h,middle
G 417,光明城,1,0,42,广深港高速线350km/h,middle
G 417,光明城,0,1,42,广深港高速线350km/h,middle
G 417,深圳北,1,0,51,广深港高速线350km/h,middle
G 417,深圳北,0,1,56,广深港高速线350km/h,middle
G 417,福田,1,0,63,广深港高速线350km/h,last
G 418,福田,0,1,103,广深港高速线350km/h,first
G 418,深圳北,1,0,111,广深港高速线350km/h,middle
G 418,深圳北,0,1,116,广深港高速线350km/h,last
G 541,清远,0,1,34,广深港高速线350km/h,first
G 541,广州北,1,0,44,广深港高速线350km/h,middle
G 541,广州北,0,1,44,广深港高速线350km/h,middle
G 541,广州南,1,0,60,广深港高速线350km/h,last
G 546,广州南,0,1,13,广深港高速线350km/h,first
G 546,广州北,1,0,26,广深港高速线350km/h,last
G 551,广州北,1,0,6,广深港高速线350km/h,first
G 551,广州北,0,1,6,广深港高速线350km/h,middle
G 551,广州南,1,0,27,广深港高速线350km/h,middle
G 551,广州南,0,1,31,广深港高速线350km/h,middle
G 551,庆盛,1,0,40,广深港高速线350km/h,middle
G 551,庆盛,0,1,40,广深港高速线350km/h,middle
G 551,虎门,1,0,44,广深港高速线350km/h,middle
G 551,虎门,0,1,46,广深港高速线350km/h,middle
G 551,光明城,1,0,54,广深港高速线350km/h,middle
G 551,光明城,0,1,54,广深港高速线350km/h,middle
G 551,深圳北,1,0,63,广深港高速线350km/h,last
G 6020,深圳北,0,1,3,广深港高速线350km/h,first
G 6020,光明城,1,0,14,广深港高速线350km/h,middle
G 6020,光明城,0,1,14,广深港高速线350km/h,middle
G 6020,虎门,1,0,22,广深港高速线350km/h,middle
G 6020,虎门,0,1,28,广深港高速线350km/h,middle
G 6020,庆盛,1,0,33,广深港高速线350km/h,middle
G 6020,庆盛,0,1,33,广深港高速线350km/h,middle
G 6020,广州南,1,0,44,广深港高速线350km/h,last
G 6022,深圳北,0,1,14,广深港高速线350km/h,first
G 6022,光明城,1,0,26,广深港高速线350km/h,middle
G 6022,光明城,0,1,26,广深港高速线350km/h,middle
G 6022,虎门,1,0,37,广深港高速线350km/h,middle
G 6022,虎门,0,1,43,广深港高速线350km/h,middle
G 6022,庆盛,1,0,49,广深港高速线350km/h,middle
G 6022,庆盛,0,1,49,广深港高速线350km/h,middle
G 6022,广州南,1,0,57,广深港高速线350km/h,last
G 6031,广州南,0,1,44,广深港高速线350km/h,first
G 6031,庆盛,1,0,58,广深港高速线350km/h,middle
G 6031,庆盛,0,1,58,广深港高速线350km/h,middle
G 6031,虎门,1,0,62,广深港高速线350km/h,middle
G 6031,虎门,0,1,64,广深港高速线350km/h,middle
G 6031,光明城,1,0,73,广深港高速线350km/h,middle
G 6031,光明城,0,1,73,广深港高速线350km/h,middle
G 6031,深圳北,1,0,82,广深港高速线350km/h,last
G 6056,北滘,1,0,5,广珠城际线A200km/h,first
G 6056,北滘,0,1,5,广珠城际线A200km/h,middle
G 6056,顺德,1,0,8,广珠城际线A200km/h,middle
G 6056,顺德,0,1,8,广珠城际线A200km/h,middle
G 6056,顺德学院,1,0,11,广珠城际线A200km/h,middle
G 6056,顺德学院,0,1,11,广珠城际线A200km/h,middle
G 6056,容桂,1,0,15,广珠城际线A200km/h,middle
G 6056,容桂,0,1,15,广珠城际线A200km/h,middle
G 6056,南头,1,0,18,广珠城际线A200km/h,middle
G 6056,南头,0,1,18,广珠城际线A200km/h,middle
G 6056,小榄,1,0,21,广珠城际线A200km/h,middle
G 6056,小榄,0,1,21,江门线-深湛线200km/h,middle
G 6056,古镇,1,0,24,江门线-深湛线200km/h,middle
G 6056,古镇,0,1,25,江门线-深湛线200km/h,middle
G 6056,江门东,1,0,32,江门线-深湛线200km/h,middle
G 6056,江门东,0,1,32,江门线-深湛线200km/h,middle
G 6056,新会,1,0,34,江门线-深湛线200km/h,middle
G 6056,新会,0,1,34,江门线-深湛线200km/h,middle
G 6056,江门,1,0,37,江门线-深湛线200km/h,middle
G 6056,江门,0,1,39,江门线-深湛线200km/h,middle
G 6056,双水镇,1,0,48,江门线-深湛线200km/h,middle
G 6056,双水镇,0,1,48,江门线-深湛线200km/h,middle
G 6056,台山,1,0,53,江门线-深湛线200km/h,middle
G 6056,台山,0,1,55,江门线-深湛线200km/h,middle
G 6056,开平南,1,0,63,江门线-深湛线200km/h,middle
G 6056,开平南,0,1,63,江门线-深湛线200km/h,middle
G 6056,恩平,1,0,74,江门线-深湛线200km/h,middle
G 6056,恩平,0,1,76,江门线-深湛线200km/h,middle
G 6056,阳东,1,0,88,江门线-深湛线200km/h,middle
G 6056,阳东,0,1,88,江门线-深湛线200km/h,middle
G 6056,阳江,1,0,96,江门线-深湛线200km/h,last
G 6061,庆盛,1,0,0,广深港高速线350km/h,first
G 6061,庆盛,0,1,0,广深港高速线350km/h,middle
G 6061,虎门,1,0,4,广深港高速线350km/h,middle
G 6061,虎门,0,1,5,广深港高速线350km/h,middle
G 6061,光明城,1,0,17,广深港高速线350km/h,middle
G 6061,光明城,0,1,17,广深港高速线350km/h,middle
G 6061,深圳北,1,0,26,广深港高速线350km/h,last
G 6062,深圳北,0,1,45,广深港高速线350km/h,first
G 6062,光明城,1,0,57,广深港高速线350km/h,middle
G 6062,光明城,0,1,69,广深港高速线350km/h,middle
G 6062,虎门,1,0,77,广深港高速线350km/h,middle
G 6062,虎门,0,1,77,广深港高速线350km/h,middle
G 6062,庆盛,1,0,81,广深港高速线350km/h,middle
G 6062,庆盛,0,1,81,广深港高速线350km/h,middle
G 6062,广州南,1,0,89,广深港高速线350km/h,last
G 6076,深圳北,0,1,91,广深港高速线350km/h,first
G 6076,光明城,1,0,102,广深港高速线350km/h,middle
G 6076,光明城,0,1,102,广深港高速线350km/h,middle
G 6076,虎门,1,0,110,广深港高速线350km/h,middle
G 6076,虎门,0,1,112,广深港高速线350km/h,middle
G 6076,庆盛,1,0,117,广深港高速线350km/h,middle
G 6076,庆盛,0,1,117,广深港高速线350km/h,last
G 6078,广州南,1,0,21,广深港高速线350km/h,first
G 6078,广州南,0,1,25,广深港高速线350km/h,middle
G 6078,庆盛,1,0,36,广深港高速线350km/h,middle
G 6078,庆盛,0,1,36,广深港高速线350km/h,middle
G 6078,虎门,1,0,40,广深港高速线350km/h,middle
G 6078,虎门,0,1,40,广深港高速线350km/h,middle
G 6078,光明城,1,0,48,广深港高速线350km/h,middle
G 6078,光明城,0,1,48,广深港高速线350km/h,middle
G 6078,深圳北,1,0,57,广深港高速线350km/h,last
G 6082,阳江,0,1,86,江门线-深湛线200km/h,first
G 6082,阳东,1,0,96,江门线-深湛线200km/h,middle
G 6082,阳东,0,1,96,江门线-深湛线200km/h,middle
G 6082,恩平,1,0,108,江门线-深湛线200km/h,middle
G 6082,恩平,0,1,108,江门线-深湛线200km/h,middle
G 6082,开平南,1,0,120,江门线-深湛线200km/h,middle
G 6082,开平南,0,1,120,江门线-深湛线200km/h,last
G 6088,台山,1,0,0,江门线-深湛线200km/h,first
G 6088,台山,0,1,0,江门线-深湛线200km/h,middle
G 6088,开平南,1,0,6,江门线-深湛线200km/h,middle
G 6088,开平南,0,1,6,江门线-深湛线200km/h,middle
G 6088,恩平,1,0,16,江门线-深湛线200km/h,middle
G 6088,恩平,0,1,16,江门线-深湛线200km/h,middle
G 6088,阳东,1,0,28,江门线-深湛线200km/h,middle
G 6088,阳东,0,1,28,江门线-深湛线200km/h,middle
G 6088,阳江,1,0,37,江门线-深湛线200km/h,last
G 6107,广州南,0,1,79,广珠城际线A200km/h,first
G 6107,北滘,1,0,84,广珠城际线A200km/h,middle
G 6107,北滘,0,1,84,广珠城际线A200km/h,middle
G 6107,顺德,1,0,86,广珠城际线A200km/h,middle
G 6107,顺德,0,1,86,广珠城际线A200km/h,middle
G 6107,顺德学院,1,0,89,广珠城际线A200km/h,middle
G 6107,顺德学院,0,1,89,广珠城际线A200km/h,middle
G 6107,容桂,1,0,92,广珠城际线A200km/h,middle
G 6107,容桂,0,1,92,广珠城际线A200km/h,middle
G 6107,南头,1,0,94,广珠城际线A200km/h,middle
G 6107,南头,0,1,94,广珠城际线A200km/h,middle
G 6107,小榄,1,0,97,广珠城际线A200km/h,middle
G 6107,小榄,0,1,97,广珠城际线B200km/h,middle
G 6107,中山北,1,0,105,广珠城际线B200km/h,middle
G 6107,中山北,0,1,105,广珠城际线B200km/h,middle
G 6107,中山,1,0,107,广珠城际线B200km/h,middle
G 6107,中山,0,1,110,广珠城际线B200km/h,middle
G 6107,南朗,1,0,116,广珠城际线B200km/h,middle
G 6107,南朗,0,1,116,广珠城际线B200km/h,middle
G 6107,珠海北,1,0,120,广珠城际线B200km/h,middle
G 6107,珠海北,0,1,120,广珠城际线B200km/h,last
G 6119,清远,0,1,23,广深港高速线350km/h,first
G 6119,广州北,1,0,32,广深港高速线350km/h,middle
G 6119,广州北,0,1,32,广深港高速线350km/h,middle
G 6119,广州南,1,0,47,广深港高速线350km/h,last
G 6120,广州南,0,1,65,广深港高速线350km/h,first
G 6120,广州北,1,0,78,广深港高速线350km/h,last
G 6131,清远,0,1,9,广深港高速线350km/h,first
G 6131,广州北,1,0,17,广深港高速线350km/h,middle
G 6131,广州北,0,1,17,广深港高速线350km/h,middle
G 6131,广州南,1,0,31,广深港高速线350km/h,last
G 6146,深圳北,0,1,9,广深港高速线350km/h,first
G 6146,光明城,1,0,20,广深港高速线350km/h,middle
G 6146,光明城,0,1,20,广深港高速线350km/h,middle
G 6146,虎门,1,0,28,广深港高速线350km/h,middle
G 6146,虎门,0,1,37,广深港高速线350km/h,middle
G 6146,庆盛,1,0,43,广深港高速线350km/h,middle
G 6146,庆盛,0,1,43,广深港高速线350km/h,middle
G 6146,广州南,1,0,54,广深港高速线350km/h,last
G 6148,光明城,1,0,7,广深港高速线350km/h,first
G 6148,光明城,0,1,7,广深港高速线350km/h,middle
G 6148,深圳北,1,0,16,广深港高速线350km/h,last
G 6151,清远,0,1,90,广深港高速线350km/h,first
G 6151,广州北,1,0,99,广深港高速线350km/h,middle
G 6151,广州北,0,1,99,广深港高速线350km/h,middle
G 6151,广州南,1,0,113,广深港高速线350km/h,last
G 6154,虎门,1,0,7,广深港高速线350km/h,first
G 6154,虎门,0,1,9,广深港高速线350km/h,middle
G 6154,庆盛,1,0,16,广深港高速线350km/h,middle
G 6154,庆盛,0,1,16,广深港高速线350km/h,middle
G 6154,广州南,1,0,24,广深港高速线350km/h,last
G 6156,中山,1,0,7,广珠城际线B200km/h,first
G 6156,中山,0,1,9,广珠城际线B200km/h,middle
G 6156,中山北,1,0,11,广珠城际线B200km/h,middle
G 6156,中山北,0,1,11,广珠城际线B200km/h,middle
G 6156,小榄,1,0,17,广珠城际线B200km/h,middle
G 6156,小榄,0,1,17,广珠城际线A200km/h,middle
G 6156,南头,1,0,21,广珠城际线A200km/h,middle
G 6156,南头,0,1,21,广珠城际线A200km/h,middle
G 6156,容桂,1,0,24,广珠城际线A200km/h,middle
G 6156,容桂,0,1,24,广珠城际线A200km/h,middle
G 6156,顺德学院,1,0,27,广珠城际线A200km/h,middle
G 6156,顺德学院,0,1,27,广珠城际线A200km/h,middle
G 6156,顺德,1,0,30,广珠城际线A200km/h,middle
G 6156,顺德,0,1,30,广珠城际线A200km/h,middle
G 6156,北滘,1,0,32,广珠城际线A200km/h,middle
G 6156,北滘,0,1,32,广珠城际线A200km/h,middle
G 6156,广州南,1,0,36,广珠城际线A200km/h,last
G 6162,广州南,0,1,71,广深港高速线350km/h,first
G 6162,庆盛,1,0,84,广深港高速线350km/h,middle
G 6162,庆盛,0,1,84,广深港高速线350km/h,middle
G 6162,虎门,1,0,88,广深港高速线350km/h,middle
G 6162,虎门,0,1,97,广深港高速线350km/h,middle
G 6162,光明城,1,0,105,广深港高速线350km/h,middle
G 6162,光明城,0,1,105,广深港高速线350km/h,middle
G 6162,深圳北,1,0,114,广深港高速线350km/h,last
G 6178,广州南,0,1,76,广深港高速线350km/h,first
G 6178,广州北,1,0,96,广深港高速线350km/h,last
G 6217,佛山西,0,1,24,贵广客运专线300km/h,first
G 6217,广州南,1,0,44,贵广客运专线300km/h,middle
G 6217,广州南,0,1,49,广深港高速线350km/h,middle
G 6217,庆盛,1,0,61,广深港高速线350km/h,middle
G 6217,庆盛,0,1,61,广深港高速线350km/h,middle
G 6217,虎门,1,0,66,广深港高速线350km/h,middle
G 6217,虎门,0,1,68,广深港高速线350km/h,middle
G 6217,光明城,1,0,79,广深港高速线350km/h,middle
G 6217,光明城,0,1,79,广深港高速线350km/h,middle
G 6217,深圳北,1,0,88,广深港高速线350km/h,last
G 6230,深圳北,0,1,34,广深港高速线350km/h,first
G 6230,光明城,1,0,45,广深港高速线350km/h,middle
G 6230,光明城,0,1,45,广深港高速线350km/h,middle
G 6230,虎门,1,0,53,广深港高速线350km/h,middle
G 6230,虎门,0,1,55,广深港高速线350km/h,middle
G 6230,庆盛,1,0,64,广深港高速线350km/h,middle
G 6230,庆盛,0,1,64,广深港高速线350km/h,middle
G 6230,广州南,1,0,72,广深港高速线350km/h,last
G 6251,广州南,0,1,102,广深港高速线350km/h,first
G 6251,庆盛,1,0,120,广深港高速线350km/h,middle
G 6251,庆盛,0,1,120,广深港高速线350km/h,last
G 6303,庆盛,1,0,3,广深港高速线350km/h,first
G 6303,庆盛,0,1,3,广深港高速线350km/h,middle
G 6303,广州南,1,0,11,广深港高速线350km/h,last
G 6313,广州南,0,1,40,广深港高速线350km/h,first
G 6313,庆盛,1,0,52,广深港高速线350km/h,middle
G 6313,庆盛,0,1,52,广深港高速线350km/h,middle
G 6313,虎门,1,0,56,广深港高速线350km/h,middle
G 6313,虎门,0,1,58,广深港高速线350km/h,middle
G 6313,光明城,1,0,66,广深港高速线350km/h,middle
G 6313,光明城,0,1,66,广深港高速线350km/h,middle
G 6313,深圳北,1,0,75,广深港高速线350km/h,middle
G 6313,深圳北,0,1,79,杭深线250km/h,middle
G 6313,深圳坪山,1,0,97,杭深线250km/h,last
G 6326,深圳坪山,0,1,85,杭深线250km/h,first
G 6326,深圳北,1,0,107,杭深线250km/h,middle
G 6326,深圳北,0,1,111,广深港高速线350km/h,last
G 6339,惠州南,1,0,4,杭深线250km/h,first
G 6339,惠州南,0,1,4,杭深线250km/h,middle
G 6339,深圳坪山,1,0,10,杭深线250km/h,middle
G 6339,深圳坪山,0,1,12,杭深线250km/h,middle
G 6339,深圳北,1,0,32,杭深线250km/h,middle
G 6339,深圳北,0,1,39,广深港高速线350km/h,middle
G 6339,光明城,1,0,51,广深港高速线350km/h,middle
G 6339,光明城,0,1,51,广深港高速线350km/h,middle
G 6339,虎门,1,0,59,广深港高速线350km/h,middle
G 6339,虎门,0,1,61,广深港高速线350km/h,middle
G 6339,庆盛,1,0,67,广深港高速线350km/h,middle
G 6339,庆盛,0,1,67,广深港高速线350km/h,middle
G 6339,广州南,1,0,75,广深港高速线350km/h,middle
G 6339,广州南,0,1,106,广珠城际线A200km/h,middle
G 6339,北滘,1,0,112,广珠城际线A200km/h,middle
G 6339,北滘,0,1,112,广珠城际线A200km/h,middle
G 6339,顺德,1,0,114,广珠城际线A200km/h,middle
G 6339,顺德,0,1,114,广珠城际线A200km/h,middle
G 6339,顺德学院,1,0,118,广珠城际线A200km/h,middle
G 6339,顺德学院,0,1,118,广珠城际线A200km/h,last
G 649,清远,0,1,75,广深港高速线350km/h,first
G 649,广州北,1,0,83,广深港高速线350km/h,middle
G 649,广州北,0,1,83,广深港高速线350km/h,middle
G 649,广州南,1,0,97,广深港高速线350km/h,last
G 76,深圳北,0,1,107,广深港高速线350km/h,first
G 76,光明城,1,0,118,广深港高速线350km/h,middle
G 76,光明城,0,1,118,广深港高速线350km/h,last
G 78,虎门,1,0,0,广深港高速线350km/h,first
G 78,虎门,0,1,2,广深港高速线350km/h,middle
G 78,庆盛,1,0,13,广深港高速线350km/h,middle
G 78,庆盛,0,1,23,广深港高速线350km/h,middle
G 78,广州南,1,0,34,广深港高速线350km/h,last
G 816,广州北,0,1,65,广深港高速线350km/h,first
G 816,广州南,1,0,86,广深港高速线350km/h,middle
G 816,广州南,0,1,92,广深港高速线350km/h,middle
G 816,庆盛,1,0,102,广深港高速线350km/h,middle
G 816,庆盛,0,1,102,广深港高速线350km/h,middle
G 816,虎门,1,0,113,广深港高速线350km/h,middle
G 816,虎门,0,1,115,广深港高速线350km/h,last
G 847,清远,0,1,85,广深港高速线350km/h,first
